  2.7325763E+00  2.7745570E+00  3.3578317E-03  4.1334661E-03  5.1830292E-03  1.7323745E+00
  2.7872278E+00  2.6955268E+00  3.2928700E-03  3.8706517E-03  5.0053676E-03  1.7239953E+00
  2.8418793E+00  2.6195064E+00  3.2286900E-03  3.6227549E-03  4.8348192E-03  1.7155862E+00
  2.8965308E+00  2.5463877E+00  3.1652751E-03  3.3889852E-03  4.6710323E-03  1.7071511E+00
  2.9511824E+00  2.4760645E+00  3.1026068E-03  3.1685866E-03  4.5136682E-03  1.6986936E+00
  3.0058339E+00  2.4084332E+00  3.0406654E-03  2.9608380E-03  4.3624013E-03  1.6902174E+00
  3.0604854E+00  2.3433923E+00  2.9794294E-03  2.7650527E-03  4.2169191E-03  1.6817261E+00
  3.1151369E+00  2.2808433E+00  2.9188764E-03  2.5805773E-03  4.0769222E-03  1.6732234E+00
  3.1697885E+00  2.2206905E+00  2.8589826E-03  2.4067917E-03  3.9421238E-03  1.6647126E+00
  3.2244400E+00  2.1628411E+00  2.7997233E-03  2.2431073E-03  3.8122495E-03  1.6561974E+00
  3.2790915E+00  2.1072055E+00  2.7410727E-03  2.0889666E-03  3.6870369E-03  1.6476810E+00
  3.3337430E+00  2.0536970E+00  2.6830039E-03  1.9438418E-03  3.5662352E-03  1.6391670E+00
  3.3883946E+00  2.0022319E+00  2.6254892E-03  1.8072336E-03  3.4496046E-03  1.6306586E+00
  3.4430461E+00  1.9527299E+00  2.5684997E-03  1.6786701E-03  3.3369160E-03  1.6221594E+00
  3.4976976E+00  1.9051135E+00  2.5120057E-03  1.5577057E-03  3.2279504E-03  1.6136725E+00
  3.5523491E+00  1.8593083E+00  2.4559764E-03  1.4439194E-03  3.1224980E-03  1.6052014E+00
  3.6070007E+00  1.8152429E+00  2.4003800E-03  1.3369144E-03  3.0203584E-03  1.5967495E+00
  3.6616522E+00  1.7728487E+00  2.3451832E-03  1.2363161E-03  2.9213391E-03  1.5883200E+00
  3.7163037E+00  1.7320601E+00  2.2903518E-03  1.1417715E-03  2.8252556E-03  1.5799164E+00
  3.7709552E+00  1.6928140E+00  2.2358499E-03  1.0529478E-03  2.7319303E-03  1.5715420E+00
  3.8256068E+00  1.6550503E+00  2.1816401E-03  9.6953167E-04  2.6411924E-03  1.5632003E+00
  3.8802583E+00  1.6187112E+00  2.1276830E-03  8.9122766E-04  2.5528767E-03  1.5548948E+00
  3.9349098E+00  1.5837416E+00  2.0739372E-03  8.1775771E-04  2.4668230E-03  1.5466288E+00
  3.9895613E+00  1.5500888E+00  2.0203590E-03  7.4885998E-04  2.3828758E-03  1.5384060E+00
  4.0442129E+00  1.5177023E+00  1.9669016E-03  6.8428798E-04  2.3008830E-03  1.5302299E+00
  4.0988644E+00  1.4865339E+00  1.9135151E-03  6.2380975E-04  2.2206954E-03  1.5221040E+00
  4.1535159E+00  1.4565378E+00  1.8601457E-03  5.6720701E-04  2.1421655E-03  1.5140321E+00
  4.2081674E+00  1.4276700E+00  1.8067349E-03  5.1427444E-04  2.0651467E-03  1.5060180E+00
  4.2628190E+00  1.3998885E+00  1.7532189E-03  4.6481895E-04  1.9894920E-03  1.4980652E+00
  4.3174705E+00  1.3731533E+00  1.6995273E-03  4.1865906E-04  1.9150525E-03  1.4901778E+00
  4.3721220E+00  1.3474264E+00  1.6455819E-03  3.7562424E-04  1.8416762E-03  1.4823595E+00
  4.4267735E+00  1.3226712E+00  1.5912948E-03  3.3555439E-04  1.7692054E-03  1.4746144E+00
  4.4814251E+00  1.2988531E+00  1.5365665E-03  2.9829932E-04  1.6974748E-03  1.4669465E+00
  4.5360766E+00  1.2759389E+00  1.4812827E-03  2.6371834E-04  1.6263080E-03  1.4593599E+00
  4.5907281E+00  1.2538973E+00  1.4253112E-03  2.3167982E-04  1.5555140E-03  1.4518588E+00
  4.6453796E+00  1.2326980E+00  1.3684962E-03  2.0206093E-04  1.4848815E-03  1.4444476E+00
  4.7000312E+00  1.2123126E+00  1.3106518E-03  1.7474740E-04  1.4141723E-03  1.4371305E+00
  4.7546827E+00  1.1927139E+00  1.2515530E-03  1.4963343E-04  1.3431113E-03  1.4299122E+00
  4.8093342E+00  1.1738762E+00  1.1909213E-03  1.2662166E-04  1.2713725E-03  1.4227971E+00
  4.8639857E+00  1.1557750E+00  1.1284051E-03  1.0562343E-04  1.1985590E-03  1.4157902E+00
  4.9186373E+00  1.1383873E+00  1.0635491E-03  8.6559287E-05  1.1241715E-03  1.4088962E+00
  4.9732888E+00  1.1216912E+00  9.9574451E-04  6.9359837E-05  1.0475581E-03  1.4021204E+00
  5.0279403E+00  1.1056667E+00  9.2414580E-04  5.3967414E-05  9.6782980E-04  1.3954682E+00
  5.0825918E+00  1.0902947E+00  8.4751879E-04  4.0338878E-05  8.8370639E-04  1.3889453E+00
  5.1372434E+00  1.0755583E+00  7.6393733E-04  2.8450787E-05  7.9320832E-04  1.3825579E+00
  5.1918949E+00  1.0614421E+00  6.6788580E-04  1.8310906E-05  6.9061122E-04  1.3763131E+00
  5.2465464E+00  1.0479354E+00  5.3498307E-04  1.0165944E-05  5.5046178E-04  1.3702198E+00
  5.3011979E+00  1.0350349E+00  3.8355178E-04  4.2060722E-06  3.9278341E-04  1.3642911E+00
  5.3558495E+00  1.0227410E+00  1.6116640E-04  6.3912325E-07  1.6419236E-04  1.3585424E+00
  5.4105010E+00  1.0110659E+00  1.7362293E-06  2.6431205E-09  1.7527991E-06  1.3529960E+00
  5.4651525E+00  1.0000000E+00  1.6266903E-18  1.1115534E-26  1.6266902E-18  1.3476622E+00
