  0.000000000000E+00  1.204677905001E+00  6.521332855297E-01  1.529346000000E-01
  3.125000000000E-02  1.204462734406E+00  6.524655160444E-01  1.525181749854E-01
  6.250000000000E-02  1.204033549009E+00  6.531282387258E-01  1.516884692080E-01
  9.375000000000E-02  1.203321067557E+00  6.542287010789E-01  1.503144417358E-01
  1.250000000000E-01  1.202329429551E+00  6.557609535475E-01  1.484089658020E-01
  1.562500000000E-01  1.201064384131E+00  6.577167091656E-01  1.459897286487E-01
  1.875000000000E-01  1.199533187782E+00  6.600854896211E-01  1.430787834060E-01
  2.187500000000E-01  1.197744511120E+00  6.628547462231E-01  1.397020798936E-01
  2.500000000000E-01  1.195708329948E+00  6.660100024763E-01  1.358889306814E-01
  2.812500000000E-01  1.193435804282E+00  6.695350134513E-01  1.316714343469E-01
  3.125000000000E-01  1.190939148785E+00  6.734119377028E-01  1.270838771056E-01
  3.437500000000E-01  1.188231498034E+00  6.776215175086E-01  1.221621329725E-01
  3.750000000000E-01  1.185326769941E+00  6.821432632434E-01  1.169430808023E-01
  4.062500000000E-01  1.182239530505E+00  6.869556378335E-01  1.114640540540E-01
  4.375000000000E-01  1.178984862818E+00  6.920362374643E-01  1.057623361719E-01
  4.687500000000E-01  1.175578242948E+00  6.973619650030E-01  9.987471130693E-02
  5.000000000000E-01  1.172035425009E+00  7.029091929241E-01  9.383707695795E-02
  5.312500000000E-01  1.168372337396E+00  7.086539128550E-01  8.768412218055E-02
  5.625000000000E-01  1.164604991913E+00  7.145718691522E-01  8.144907245187E-02
  5.937500000000E-01  1.160749407255E+00  7.206386741300E-01  7.516350019555E-02
  6.250000000000E-01  1.156821548267E+00  7.268299026457E-01  6.885719844036E-02
  6.562500000000E-01  1.152837282384E+00  7.331211636232E-01  6.255811415671E-02
  6.875000000000E-01  1.148812357264E+00  7.394881427322E-01  5.629234039663E-02
  7.187500000000E-01  1.144762377563E+00  7.459066438759E-01  5.007370842013E-02
  7.500000000000E-01  1.140702794466E+00  7.523526116832E-01  4.392810430050E-02
  7.812500000000E-01  1.136648977466E+00  7.588020433274E-01  3.788369495481E-02
  8.125000000000E-01  1.132616350633E+00  7.652308093980E-01  3.196004996235E-02
  8.437500000000E-01  1.128620555230E+00  7.716144307303E-01  2.617567209281E-02
  8.750000000000E-01  1.124677688581E+00  7.779277416753E-01  2.054837438958E-02
  9.062500000000E-01  1.120804702257E+00  7.841443211995E-01  1.509583858713E-02
  9.375000000000E-01  1.117020106525E+00  7.902354772802E-01  9.836520095171E-03
  9.687500000000E-01  1.113344515832E+00  7.961694416876E-01  4.790312201898E-03
  1.000000000000E+00  1.109818623120E+00  8.018854558633E-01  1.000000000000E-14
  1.031250000000E+00  1.106487841269E+00  8.073154698183E-01  0.000000000000E+00
  1.062500000000E+00  1.103355846101E+00  8.124517928143E-01  0.000000000000E+00
  1.093750000000E+00  1.100402822080E+00  8.173213915069E-01  0.000000000000E+00
  1.125000000000E+00  1.097613854941E+00  8.219445162161E-01  0.000000000000E+00
  1.156250000000E+00  1.094975642775E+00  8.263394179205E-01  0.000000000000E+00
  1.187500000000E+00  1.092476283875E+00  8.305225890656E-01  0.000000000000E+00
  1.218750000000E+00  1.090105097220E+00  8.345089703816E-01  0.000000000000E+00
  1.250000000000E+00  1.087852469893E+00  8.383121291835E-01  0.000000000000E+00
  1.285672228511E+00  1.085414917637E+00  8.424452835888E-01  0.000000000000E+00
  1.326392480894E+00  1.082792679572E+00  8.469123715341E-01  0.000000000000E+00
  1.372875109631E+00  1.079989495802E+00  8.517116970700E-01  0.000000000000E+00
  1.425935556162E+00  1.077013009119E+00  8.568350814939E-01  0.000000000000E+00
  1.486504656117E+00  1.073875038144E+00  8.622671808528E-01  0.000000000000E+00
  1.555644968894E+00  1.070591677765E+00  8.679850527443E-01  0.000000000000E+00
  1.634569418070E+00  1.067183190475E+00  8.739580500251E-01  0.000000000000E+00
  1.724662569626E+00  1.063673666198E+00  8.801481026846E-01  0.000000000000E+00
  1.827504921293E+00  1.060090447743E+00  8.865104215698E-01  0.000000000000E+00
  1.944900629110E+00  1.056463341901E+00  8.929946207821E-01  0.000000000000E+00
  2.078909157606E+00  1.052823659464E+00  8.995462135860E-01  0.000000000000E+00
  2.231881408837E+00  1.049203147253E+00  9.061083955220E-01  0.000000000000E+00
  2.406500964095E+00  1.045632888355E+00  9.126239947144E-01  0.000000000000E+00
  2.605831161780E+00  1.042142250671E+00  9.190374489994E-01  0.000000000000E+00
  2.833368837333E+00  1.038757957940E+00  9.252966661864E-01  0.000000000000E+00
  3.093105667965E+00  1.035503342661E+00  9.313546381100E-01  0.000000000000E+00
  3.389598198368E+00  1.032397819498E+00  9.371707085069E-01  0.000000000000E+00
  3.728047775853E+00  1.029456594277E+00  9.427114339131E-01  0.000000000000E+00
  4.114391797215E+00  1.026690601273E+00  9.479510192063E-01  0.000000000000E+00
  4.555407868062E+00  1.024106642978E+00  9.528713487710E-01  0.000000000000E+00
  5.058832701867E+00  1.021707693792E+00  9.574616656166E-01  0.000000000000E+00
  5.633497844578E+00  1.019493322692E+00  9.617179713526E-01  0.000000000000E+00
  6.289484605801E+00  1.017460189249E+00  9.656422291838E-01  0.000000000000E+00
  7.038300914496E+00  1.015602571265E+00  9.692414513046E-01  0.000000000000E+00
  7.893083201750E+00  1.013912889159E+00  9.725267436997E-01  0.000000000000E+00
  8.868826852256E+00  1.012382200445E+00  9.755123682532E-01  0.000000000000E+00
  9.982649267271E+00  1.011000646115E+00  9.782148669451E-01  0.000000000000E+00
