  6.833333E-01  1.335308E+00  4.952790E-01  2.186959E-02  2.879181E-03 -2.186960E-02  1.181875E-12  1.779479E-01
  7.000000E-01  1.329613E+00  5.020696E-01  2.191364E-02  2.884979E-03 -2.191365E-02  1.348288E-12  1.770033E-01
  7.166667E-01  1.323987E+00  5.088088E-01  2.193242E-02  2.887452E-03 -2.193243E-02  1.516065E-12  1.757397E-01
  7.333333E-01  1.318433E+00  5.154918E-01  2.192641E-02  2.886660E-03 -2.192643E-02  1.687142E-12  1.741516E-01
  7.500000E-01  1.312953E+00  5.221144E-01  2.189615E-02  2.882675E-03 -2.189616E-02  1.871746E-12  1.722321E-01
  7.666667E-01  1.307550E+00  5.286723E-01  2.184223E-02  2.875576E-03 -2.184224E-02  2.069041E-12  1.699731E-01
  7.833333E-01  1.302227E+00  5.351617E-01  2.176532E-02  2.865449E-03 -2.176533E-02  2.273073E-12  1.673647E-01
  8.000000E-01  1.296985E+00  5.415788E-01  2.166615E-02  2.852393E-03 -2.166616E-02  2.482493E-12  1.643946E-01
  8.166667E-01  1.291828E+00  5.479202E-01  2.154552E-02  2.836512E-03 -2.154554E-02  2.697501E-12  1.610475E-01
  8.333333E-01  1.286756E+00  5.541825E-01  2.140434E-02  2.817923E-03 -2.140435E-02  2.913497E-12  1.573041E-01
  8.500000E-01  1.281771E+00  5.603623E-01  2.124354E-02  2.796754E-03 -2.124356E-02  3.127187E-12  1.531398E-01
  8.666667E-01  1.276877E+00  5.664566E-01  2.106420E-02  2.773142E-03 -2.106422E-02  3.335350E-12  1.485226E-01
  8.833333E-01  1.272074E+00  5.724621E-01  2.086746E-02  2.747240E-03 -2.086748E-02  3.538923E-12  1.434100E-01
  9.000000E-01  1.267364E+00  5.783758E-01  2.065459E-02  2.719213E-03 -2.065461E-02  3.751629E-12  1.377436E-01
  9.166667E-01  1.262750E+00  5.841945E-01  2.042696E-02  2.689245E-03 -2.042698E-02  3.974819E-12  1.314410E-01
  9.333333E-01  1.258234E+00  5.899146E-01  2.018614E-02  2.657538E-03 -2.018616E-02  4.195580E-12  1.243787E-01
  9.500000E-01  1.253818E+00  5.955327E-01  1.993384E-02  2.624322E-03 -1.993386E-02  4.394680E-12  1.163590E-01
  9.666667E-01  1.249506E+00  6.010444E-01  1.967208E-02  2.589860E-03 -1.967211E-02  4.564012E-12  1.070274E-01
  9.833333E-01  1.245302E+00  6.064446E-01  1.940328E-02  2.554470E-03 -1.940331E-02  4.716198E-12  9.561378E-02
  1.000000E+00  1.241213E+00  6.117255E-01  1.913071E-02  2.518583E-03 -1.913073E-02  4.841898E-12  7.958752E-02
  1.016667E+00  1.237249E+00  6.168756E-01  1.885893E-02  2.482803E-03 -1.885895E-02  4.929176E-12  5.828630E-02
  1.033333E+00  1.233413E+00  6.218909E-01  1.859064E-02  2.447482E-03 -1.859066E-02  4.982792E-12  5.491406E-02
  1.050000E+00  1.229699E+00  6.267765E-01  1.832592E-02  2.412633E-03 -1.832594E-02  5.020982E-12  5.207515E-02
  1.066667E+00  1.226102E+00  6.315375E-01  1.806485E-02  2.378263E-03 -1.806486E-02  5.042871E-12  4.940646E-02
  1.083333E+00  1.222616E+00  6.361785E-01  1.780746E-02  2.344379E-03 -1.780748E-02  5.046776E-12  4.689657E-02
  1.100000E+00  1.219236E+00  6.407041E-01  1.755381E-02  2.310986E-03 -1.755383E-02  5.034329E-12  4.453488E-02
  1.116667E+00  1.215957E+00  6.451184E-01  1.730392E-02  2.278087E-03 -1.730393E-02  5.000057E-12  4.231156E-02
  1.133333E+00  1.212774E+00  6.494256E-01  1.705780E-02  2.245686E-03 -1.705781E-02  4.953780E-12  4.021750E-02
  1.150000E+00  1.209685E+00  6.536294E-01  1.681545E-02  2.213781E-03 -1.681547E-02  4.902462E-12  3.824422E-02
  1.166667E+00  1.206683E+00  6.577337E-01  1.657688E-02  2.182374E-03 -1.657690E-02  4.842918E-12  3.638386E-02
  1.183333E+00  1.203767E+00  6.617418E-01  1.634208E-02  2.151462E-03 -1.634210E-02  4.775118E-12  3.462915E-02
  1.200000E+00  1.200932E+00  6.656571E-01  1.611103E-02  2.121045E-03 -1.611105E-02  4.700361E-12  3.297330E-02
  1.225831E+00  1.196690E+00  6.715493E-01  1.576038E-02  2.074880E-03 -1.576039E-02  4.572056E-12  3.094552E-02
  1.265864E+00  1.190460E+00  6.802819E-01  1.523465E-02  2.005668E-03 -1.523466E-02  4.350432E-12  2.808796E-02
  1.327910E+00  1.181547E+00  6.929348E-01  1.446169E-02  1.903907E-03 -1.446170E-02  3.978665E-12  2.425567E-02
  1.424071E+00  1.169271E+00  7.106803E-01  1.335983E-02  1.758846E-03 -1.335983E-02  3.434331E-12  1.947797E-02
  1.573105E+00  1.153217E+00  7.344635E-01  1.186249E-02  1.561719E-03 -1.186249E-02  2.697147E-12  1.411364E-02
  1.804085E+00  1.133582E+00  7.644706E-01  9.966604E-03  1.312123E-03 -9.966609E-03  1.841339E-12  8.899420E-03
  2.162068E+00  1.111450E+00  7.995732E-01  7.789145E-03  1.025457E-03 -7.789149E-03  9.557577E-13  4.700344E-03
  2.716884E+00  1.088681E+00  8.371811E-01  5.578228E-03  7.343856E-04 -5.578231E-03  1.946738E-13  2.012331E-03
  3.576762E+00  1.067355E+00  8.738624E-01  3.629013E-03  4.777674E-04 -3.629015E-03 -2.042414E-13  6.850322E-04
  4.909438E+00  1.049069E+00  9.065061E-01  2.145063E-03  2.824022E-04 -2.145064E-03 -3.548235E-13  1.853351E-04
  6.974875E+00  1.034537E+00  9.332701E-01  1.161972E-03  1.529762E-04 -1.161973E-03 -3.539694E-13  4.057598E-05
  1.017598E+01  1.023672E+00  9.537772E-01  5.850633E-04  7.702490E-05 -5.850636E-04 -2.842838E-13  7.416378E-06
  1.513718E+01  1.015913E+00  9.686898E-01  2.782292E-04  3.662950E-05 -2.782293E-04 -2.034740E-13  1.174059E-06
  2.282627E+01  1.010553E+00  9.791267E-01  1.268427E-04  1.669913E-05 -1.268428E-04 -1.391810E-13  1.668110E-07
  3.474314E+01  1.006933E+00  9.862370E-01  5.612170E-05  7.388549E-06 -5.612172E-05 -9.286443E-14  2.192704E-08
  5.321241E+01  1.004527E+00  9.909924E-01  2.432533E-05  3.202485E-06 -2.432534E-05 -6.118789E-14  2.730507E-09
  8.183688E+01  1.002943E+00  9.941338E-01  1.039849E-05  1.368985E-06 -1.039849E-05 -3.995631E-14  3.277640E-10
  1.262003E+02  1.001909E+00  9.961920E-01  4.404425E-06  5.798526E-07 -4.404427E-06 -2.596668E-14  3.839173E-11
  1.949566E+02  1.001236E+00  9.975333E-01  1.854320E-06  2.441255E-07 -1.854321E-06 -1.682805E-14  4.424796E-12
  3.015181E+02  1.000799E+00  9.984044E-01  7.776193E-07  1.023754E-07 -7.776196E-07 -1.088689E-14  5.046060E-13
  4.666715E+02  1.000516E+00  9.989688E-01  3.252635E-07  4.282169E-08 -3.252637E-07 -7.036061E-15  5.715019E-14
  7.226334E+02  1.000333E+00  9.993339E-01  1.358255E-07  1.788174E-08 -1.358256E-07 -4.544553E-15  6.443757E-15
  1.119334E+03  1.000215E+00  9.995699E-01  5.665780E-08  7.459130E-09 -5.665783E-08 -2.934188E-15  7.244384E-16
  1.734157E+03  1.000139E+00  9.997224E-01  2.361760E-08  3.109311E-09 -2.361761E-08 -1.894003E-15  8.129228E-17
  2.687037E+03  1.000090E+00  9.998208E-01  9.840476E-09  1.295521E-09 -9.840480E-09 -1.222385E-15  9.111097E-18
  4.163850E+03  1.000058E+00  9.998844E-01  4.098922E-09  5.396324E-10 -4.098923E-09 -7.888494E-16  1.020357E-18
  6.452678E+03  1.000037E+00  9.999254E-01  1.707021E-09  2.247332E-10 -1.707022E-09 -5.090415E-16  1.142125E-19
  1.000000E+04  1.000024E+00  9.999519E-01  7.107965E-10  9.357799E-11 -7.107969E-10 -3.284693E-16  1.278009E-20
