#            3
    0  8.44820E+04  3.00500E+00  1.62003E-18  1.80659E-31  1.00000E+00  1.00000E+00  1.47707E-10
    1  8.44820E+04  3.00500E+00  8.11939E-04  5.37476E-02  1.08055E+00  5.01187E+14  1.47707E-10
    2  7.48559E+04  2.98800E+00  1.62003E-03  2.12207E-01  1.31872E+00  1.00000E+15  2.62604E-10
    3  3.10407E+04  2.85100E+00  1.62003E+00  7.58157E+04  1.16776E+05  1.00000E+18  2.98058E-08
